line	section	text
1251	Fig. 4	mice. h, H&E staining of lungs from representative tumour-bearing nude mice. Scale bars, 5 mm. i,j, Quantification of lung nodules. Data are mean ± s.d.
1365	Fig. 4	Rab22a-NeoF1 + sgSmgGDS #1 + SmgGDS
1366	Fig. 4	Rab22a-NeoF1 + sgSmgGDS #1 + SmgGDS(E254K/D256K)
1368	Fig. 4	Rab22a-NeoF1 + sgSmgGDS #2 + SmgGDS
1369	Fig. 4	Rab22a-NeoF1 + sgSmgGDS #2 + SmgGDS(E254K/D256K)
1400	Fig. 4	Rab22a-NeoF1 + sgSmgGDS #1 + SmgGDS
1401	Fig. 4	Rab22a-NeoF1 + sgSmgGDS #1 + SmgGDS(E254K/D256K)
1403	Fig. 4	Rab22a-NeoF1 + sgSmgGDS #2 + SmgGDS
1404	Fig. 4	Rab22a-NeoF1 + sgSmgGDS #2 + SmgGDS(E254K/D256K)
1536	Fig. 5	Fig. 5 | Rab22a-NeoF1 constitutively binds to a negatively charged region of SmgGDS-607. a–c, Immunoprecipitation with anti-Flag or anti-haemagglutinin
1537	Fig. 5	(HA) beads of extracts from 293T cells co-transfected with plasmids for expression of SmgGDS-558 (558) or SmgGDS-607 (607) for 48 h. Data are
1538	Fig. 5	representative of n = 3 biologically independent experiments. E254K/D256K, SmgGDS(E254K/D256K). d,e, Migration (d) and invasion (e) assays using the
1539	Fig. 5	indicated stable cell lines. Data are mean ± s.d. of n = 3 biologically independent experiments. P values are shown; two-tailed Student’s t-test. sgNC, negative
1540	Fig. 5	control sgRNA. Vector, vector-only control. f–i, In vivo orthotopic model of osteosarcoma metastasis using the indicated stable cell lines (n = 6 biologically
1541	Fig. 5	independent animals). f, Representative images of mice. g, H&E staining of lungs from representative tumour-bearing nude mice. Scale bars, 5 mm. h,i,
1755	Fig. 6	Fig. 6 | Both Arg4 and Lys7 of RAB22A-NeoF1 are required for binding with SmgGDS 607. a,g, Detection of RhoA–GTP in the indicated stable cell
1757	Fig. 6	n = 3 biologically independent experiments. P values are shown; two-tailed Student’s t-test. Vector, vector-only control. c–e, i–k, The in vivo orthotopic
1758	Fig. 6	model of osteosarcoma metastasis using the indicated stable cell lines (n = 6). c,i, Representative images of mice. d,j, H&E staining of lungs from
1759	Fig. 6	representative tumour-bearing nude mice. Scale bars, 5 mm. e,k, Quantification of lung nodules. Data are mean ± s.d. P values are shown; two-tailed
1760	Fig. 6	Student’s t-test. f, Immunoprecipitation with anti-Flag beads of lysates from 293T cells co-transfected with the indicated plasmids, followed by
1761	Fig. 6	western blotting. Data in a,f,g are representative of n = 3 biologically independent experiments. Vector, vector-only control.
2051	Fig. 7	Fig. 7 | Blocking the interaction between Rab22a-NeoF1 and SmgGDS-607 inhibits the RhoA activation, adhesion, migration and invasion. a, The
2053	Fig. 7	cell lysates from ZOS or ZOS-M and pulled down with streptavidin beads, and the eluates were analysed by western blotting. c, Lysates of 143B cells
2054	Fig. 7	were incubated with synthetic peptide 1–38(WT) or 1–38(DD) for 4 h, and assayed for RhoA activity. d, Lysates of 143B were incubated with purified
2055	Fig. 7	Rab22a-NeoF1(WT) or Rab22a-NeoF1(DD) eluates under the indicated conditions for 4 h, and then analysed for RhoA activity. e, Lysates of 293T cells
2057	Fig. 7	indicated stable cell lines by western blotting. Vector, vector-only control. Data in b–f are representative of n = 3 biologically independent experiments.
2058	Fig. 7	g, Migration, invasion and adhesion assays using the indicated stable cell lines expressing Rab22a-NeoF1 or Rab22a-NeoF1(K18D). Data are mean ± s.d.
2059	Fig. 7	of n = 3 biologically independent experiments. P values are shown; two-tailed Student's t-test. Vector, vector-only control. h, Western blot analysis of
2060	Fig. 7	immunoprecipitates of lysates from 293T cells, transfected with the indicated plasmids and treated with the WT–iRGD or DD–iRGD peptide for 24 h, using
2061	Fig. 7	anti-Flag beads. i,j, ZOS-M cells and 143B cells stably expressing Rab22a-NeoF1 were treated with or without 10 μM of WT–iRGD or DD–iRGD for 24 h.
2062	Fig. 7	RhoA–GTP was then detected by western blot. Data in h–j are representative of n = 3 biologically independent experiments. k–m, Adhesion (m), migration
2063	Fig. 7	(k) and invasion (l) assays using the indicated stable cell lines treated with or without 10 μM of WT–iRGD or DD–iRGD. Data are mean ± s.d. of n = 3
2174	Fig. 7	Consititutive RhoA signalling by Rab22a-NeoFs
2215	Fig. 8	Fig. 8 | Blocking the interaction between Rab22a-NeoF1 and SmgGDS-607 inhibits lung metastasis of osteosarcoma. a–f, In vivo orthotopic model of
2216	Fig. 8	osteosarcoma metastasis using 143B-Luc cells stably expressing Rab22a-NeoF1 (n = 8 biologically independent animals) (a–c) or ZOS-M-Luc cells (n = 6
2218	Fig. 8	mice. b,e, H&E staining of lungs from representative tumour-bearing nude mice. Scale bars, 5 mm. c,f, Quantification of lung nodules. Data are mean ±
2219	Fig. 8	s.d. p values are shown. Two-tailed Student's t-test. Vector, vector-only control. g, Proposed model for the mechanism of Rab22a-NeoF1 in promoting lung
2225	Fig. 8	drive lung metastasis in multiple cancer types. Residues 1–10 of
2226	Fig. 8	Rab22a-NeoF1 conjugated to the cell-penetrating peptide iRGD
2228	Fig. 8	tasis model (Fig. 8a–f and Extended Data Fig. 10i–k), suggesting
2230	Fig. 8	cancer who are positive for the Rab22a1–38 fusion gene(s).
2231	Fig. 8	The guanine nucleotide exchange factor SmgGDS-607 rec-
2234	Fig. 8	the geranylgeranylation pathway33,34,38,39. As illustrated in Fig. 8g,
2237	Fig. 8	tively charged region (blue) of SmgGDS-607 until a signal triggers
2239	Fig. 8	membrane via CAAX (black line)40. In osteosarcoma cells posi-
2240	Fig. 8	tive for Rab22a-NeoF1, Rab22a-NeoF1 binds to the negatively
2241	Fig. 8	charged region of SmgGDS-607 via Arg4 and Lys7 to form a
2242	Fig. 8	Rab22a-NeoF1–SmgGDS-607–RhoA complex, which may facili-
2243	Fig. 8	tate the communication between SmgGDS-607 and RhoA, thereby
2246	Fig. 8	lung metastasis. However, how Rab22a-NeoF1 facilitates the release
2247	Fig. 8	of RhoA–GTP from the SmgGDS-607–RhoA complex needs fur-
2248	Fig. 8	ther investigation, as the association with SmgGDS-607 is neces-
2249	Fig. 8	sary but insufficient for Rab22a-NeoF1 to promote osteosarcoma
2251	Fig. 8	Rab22a-NeoF1(K18D)). One possibility is that Rab22a-NeoF1, as
2254	Fig. 8	nistic study of Rab22a-NeoF1 is an example of a gain of function
2256	Fig. 8	(SmgGDS-607–RhoA), as proposed by Latysheva et al. 41.
2268	Fig. 8	code availability are available at https://doi.org/10.1038/s41556-
2270	Fig. 8	Received: 17 January 2019; Accepted: 16 April 2020;
2273	References	1.	 Rosenberg, A. E. WHO classification of soft tissue and bone,
2274	References	fourth edition: summary and commentary. Curr. Opin. Oncol. 25,
2276	References	2.	 Mirabello, L., Troisi, R. J. & Savage, S. A. Osteosarcoma incidence and
2277	References	survival rates from 1973 to 2004: data from the Surveillance, Epidemiology,
2278	References	and End Results Program. Cancer 115, 1531–1543 (2009).
2279	References	3.	 Dorfman, H. D. & Czerniak, B. Bone cancers. Cancer 75, 203–210 (1995).
2280	References	4.	 Valery, P. C., Laversanne, M. & Bray, F. Bone cancer incidence by
2281	References	morphological subtype: a global assessment. Cancer Causes Control 26,
2283	References	5.	 Zambo, I. & Vesely, K. WHO classification of tumours of soft tissue and
2284	References	bone 2013: the main changes compared to the 3rd edition. Cesk. Patol. 50,
2286	References	6.	 Lorenz, S. et al. Unscrambling the genomic chaos of osteosarcoma reveals
2288	References	TP53 aberrations. Oncotarget 7, 5273–5288 (2016).
2289	References	7.	 Kovac, M. et al. Exome sequencing of osteosarcoma reveals mutation
2290	References	signatures reminiscent of BRCA deficiency. Nat. Commun. 6, 8940 (2015).
2291	References	8.	 Stephens, P. J. et al. Massive genomic rearrangement acquired in a single
2292	References	catastrophic event during cancer development. Cell 144, 27–40 (2011).
2293	References	9.	 Chen, X. et al. Recurrent somatic structural variations contribute to
2294	References	tumorigenesis in pediatric osteosarcoma. Cell Rep. 7, 104–112 (2014).
2295	References	10.	Kansara, M., Teng, M. W., Smyth, M. J. & Thomas, D. M. Translational
2296	References	biology of osteosarcoma. Nat. Rev. Cancer 14, 722–735 (2014).
2297	References	11.	Perry, J. A. et al. Complementary genomic approaches highlight the PI3K/
2300	References	12.	Helman, L. J. & Meltzer, P. Mechanisms of sarcoma development. Nat. Rev.
2302	References	13.	Gokgoz, N. et al. Comparison of p53 mutations in patients with localized
2303	References	osteosarcoma and metastatic osteosarcoma. Cancer 92, 2181–2189 (2001).
2304	References	14.	Ji, J. et al. Inherited germline ATRX mutation in two brothers with ATR-X
2305	References	syndrome and osteosarcoma. Am. J. Med. Genet. A 173, 1390–1395 (2017).
2306	References	15.	Smolle, M. A. et al. A novel mutation in ATRX associated with intellectual
2307	References	disability, syndromic features, and osteosarcoma. Pediatr. Blood Cancer 64,
2309	References	16.	Mertens, F., Johansson, B., Fioretos, T. & Mitelman, F. The emerging
2310	References	complexity of gene fusions in cancer. Nat. Rev. Cancer 15, 371–381 (2015).
2311	References	17.	Drilon, A. et al. Entrectinib in ROS1 fusion-positive non-small-cell lung
2312	References	cancer: integrated analysis of three phase 1–2 trials. Lancet Oncol. 21,
2314	References	18.	Doebele, R. C. et al. Entrectinib in patients with advanced or metastatic
2315	References	NTRK fusion-positive solid tumours: integrated analysis of three phase 1–2
2316	References	trials. Lancet Oncol. 21, 271–282 (2020).
2317	References	19.	Brien, G. L., Stegmaier, K. & Armstrong, S. A. Targeting chromatin
2318	References	complexes in fusion protein-driven malignancies. Nat. Rev. Cancer 19,
2320	References	20.	Latysheva, N. S. & Babu, M. M. Discovering and understanding oncogenic
2323	References	21.	Tomlins, S. A. et al. Distinct classes of chromosomal rearrangements create
2324	References	oncogenic ETS gene fusions in prostate cancer. Nature 448, 595–599 (2007).
2325	References	22.	Singh, D. et al. Transforming fusions of FGFR and TACC genes in human
2326	References	glioblastoma. Science 337, 1231–1235 (2012).
2327	References	23.	Zou, C. Y. et al. Establishment and characteristics of two syngeneic
2329	References	Acta Pharmacol. Sin. 29, 325–332 (2008).
2330	References	24.	Tang, Q. L. et al. Glycogen synthase kinase-3β, NF-κB signaling, and
2331	References	tumorigenesis of human osteosarcoma. J. Natl Cancer Inst. 104,
2333	References	25.	Yin, J. Q. et al. Bufalin induces apoptosis in human osteosarcoma U-2OS
2334	References	and U-2OS methotrexate300-resistant cell lines. Acta Pharmacol. Sin. 28,
2336	References	26.	Anderson, N. D. et al. Rearrangement bursts generate canonical gene fusions
2337	References	in bone and soft tissue tumors. Science 361, eaam8419 (2018).
2338	References	27.	Shen, M. M. Chromoplexy: a new category of complex rearrangements in the
2339	References	cancer genome. Cancer Cell 23, 567–569 (2013).
2340	References	28.	Chen, G. et al. MRI-visible polymeric vector bearing CD3 single chain
2341	References	antibody for gene delivery to T cells for immunosuppression. Biomaterials 30,
2343	References	29.	Mao, S. et al. Synthesis, characterization and cytotoxicity of poly(ethylene
2344	References	glycol)-graft-trimethyl chitosan block copolymers. Biomaterials 26,
2346	References	30.	Kamai, T. et al. Overexpression of RhoA, Rac1, and Cdc42 GTPases is
2347	References	associated with progression in testicular cancer. Clin. Cancer Res. 10,
2349	References	31.	Sahai, E. & Marshall, C. J. RHO-GTPases and cancer. Nat. Rev. Cancer 2,
2351	References	32.	Hamel, B. et al. SmgGDS is a guanine nucleotide exchange factor
2352	References	that specifically activates RhoA and RhoC. J. Biol. Chem. 286,
2354	References	33.	Shimizu, H. et al. Structure-based analysis of the guanine nucleotide
2356	References	activity and GTPase binding. J. Biol. Chem. 292, 13441–13448 (2017).
2357	References	34.	Jennings, B. C., Lawton, A. J., Rizk, Z. & Fierke, C. A. SmgGDS-607
2360	References	35.	Eathiraj, S., Pan, X., Ritacco, C. & Lambright, D. G. Structural basis of
2361	References	family-wide Rab GTPase recognition by rabenosyn-5. Nature 436,
2363	References	36.	Sugahara, K. N. et al. Tissue-penetrating delivery of compounds and
2364	References	nanoparticles into tumors. Cancer Cell 16, 510–520 (2009).
2365	References	37.	Sugahara, K. N. et al. Coadministration of a tumor-penetrating peptide
2366	References	enhances the efficacy of cancer drugs. Science 328, 1031–1035 (2010).
2367	References	38.	Garcia-Torres, D. & Fierke, C. A. The chaperone SmgGDS-607 has a dual
2374	References	39.	Shimizu, H., Toma-Fukai, S., Kontani, K., Katada, T. & Shimizu, T. GEF
2375	References	mechanism revealed by the structure of SmgGDS-558 and farnesylated RhoA
2378	References	40.	Berg, T. J. et al. Splice variants of SmgGDS control small GTPase
2379	References	prenylation and membrane localization. J. Biol. Chem. 285, 35255–35266
2381	References	41.	Latysheva, N. S. et al. Molecular principles of gene fusion mediated rewiring
2382	References	of protein interaction networks in cancer. Mol. Cell 63, 579–592 (2016).
2385	References	© The Author(s), under exclusive licence to Springer Nature Limited 2020,
2398	Methods	Oncology, First Affiliated Hospital, Sun Yat-sen University, between 2014 and 2017,
2399	Methods	were reviewed by a pathologist and immediately frozen and stored at −80 °C until
2400	Methods	use (Supplementary Table 2). Tissue RNA extraction was performed using TRIzol
2404	Methods	The 6 GB and 90 GB clean data per sample were collected for RNA-seq and
2406	Methods	Analysis of RNA-seq data and WGS. Hg38 assembly was used for the read
2408	Methods	v.90. To search for fusion transcripts, we used the TopHat-2.1.042 Linux_x86_64
2410	Methods	transcripts: tophat-o OUTPUTDIRECTORY -p8 –fusion-search –keep-fasta-order
2411	Methods	–no-coverage-search -r0 –mate -std-dev 80 –max-intron-length 100000 –
2412	Methods	fusion-min-dist 100000 –fusion-anchor-length13 –fusion-ignore-chromosomes
2413	Methods	chM BOWTIE2_INDEX sample_1.fastq.gz sample_2.fastq. gz. SQUID43 was used
2415	Methods	aligned to the reference genome using STAR44. The chimeric transcripts were
2416	Methods	sorted and converted to BAM format using sambamba45. Structural variations were
2418	Methods	For WGS, reads were mapped to hg38 using Burrows-Wheeler Aligner
2421	Methods	Structural variations involving chromosome 20 were visualized using Circos.
2422	Methods	To analyse RAB22A fusions from the CCLE dataset, raw RNA-seq data were
2424	Methods	and SQUID. To identify RAB22A fusions in The Cancer Genome Atlas dataset,
2426	Methods	to RAB22A, and identified four tumour samples with RAB22A fusions. We then
2428	Methods	after exon 2 and downloaded the corresponding raw RNA-seq data for analysis
2430	Methods	Cell culture. Human cell lines U2OS, MG63, 143B, HOS, MNNG-HOS, SaOS2,
2431	Methods	BT-474, HCC2935 and HEK293T were cultured according to instructions from
2432	Methods	the American Type Culture Collection. ZOS, ZOS-M and U2OS/MTX300 cells
2433	Methods	were cultured as described previously23,25. The 143B-Luc and U2OS/MTX300-Luc
2434	Methods	cells were cultured as described previously46, and their derived stable cell lines were
2439	Methods	Validation of fusion transcripts encoding Rab22a1–38. RAB22A-NeoF1–6,
2440	Methods	RAB22A-MYO9B and RAB22A-TEF fusion transcripts were identified by
2442	Methods	breakpoint of the fusion genes. Among a cohort of 97 osteosarcoma specimens, the
2443	Methods	RAB22A-NeoF1–6 transcripts were screened by RT–PCR and Sanger sequencing.
2444	Methods	The primers used for RT–PCR are listed in Supplementary Table 6.
2445	Methods	Transfection experiments. RAB22A-NeoF1 siRNAs were synthesized by
2448	Methods	and 50 nmol l−1 siRNA. Transient transfection of 293T cells was performed with
2449	Methods	polyethyleneimine (25 kDa), and cells were collected after 48 h for subsequent assay
2450	Methods	and lentiviral packaging. The siRNAs used are listed in Supplementary Table 7.
2454	Methods	480 instrument (Roche Diagnostics) with SYBR Green PCR Master Mix (Kapa).
2455	Methods	All reactions were carried out in a 10 μl reaction volume in triplicate. The primers
2459	Methods	are listed in Supplementary Table 6.
2460	Methods	Plasmids, cloning, and lentivirus production. cDNAs for SmgGDS-607,
2461	Methods	SmgGDS-558, RhoA, RhoB, RhoC, Rac1 and Cdc42 were amplified by PCR and
2462	Methods	cloned into the pCDNA3.1 vector with a HA or Myc tag. RAB22A-NeoF1–6
2465	Methods	607(E254K/D256K), Rab22a-NeoF1(DD) and Rab22a-NeoF1(EE), and the
2467	Methods	psPAX2 and Pmd2.G into HEK293T cells as previously described46.
2471	Methods	sgRNAs used are listed in Supplementary Table 8.
2472	Methods	Cell viability assay. Cells were seeded in 96-well plates at a density of 2,000 cells
2473	Methods	per well. Cell viability was measured using MTT assays at 24 h.
2475	Methods	delivery reagent PEG-g-PEI was performed as described previously28. siRNA and
2476	Methods	PEG-g-PEI (N/P = 10; N/P: the ratio of the number of nitrogen atoms in delivery
2478	Methods	and kept at room temperature for 30 min to allow polyplex formation. The mixture
2480	Methods	ZOS-M Luc and U2OS/MTX300-Luc cells were orthotopically implanted into
2481	Methods	nude mice after one week. The solution of siRNA (10 μM) and PEG-g-PEI polyplex
2482	Methods	was prepared at N/P = 10, mixed by gentle pipetting, and kept at room temperature
2483	Methods	for 30 min to allow polyplex formation. The mixture was then injected into the tail
2484	Methods	vein every other day (siRNA dose: 425 μg kg−1 body weight) for 4 weeks. Mice were
2487	Methods	Generation of antibody RAD5-8 and hRAD5-8-v1-R5 antibodies against
2488	Methods	Rab22a-NeoF1. The monoclonal antibody RAD5-8 was generated using mouse
2490	Methods	15-mer synthesized peptide, RAD5 (SunLight Peptides) derived from the reverse
2491	Methods	intron sequences of DOK5 in Rab22a-NeoF1 (68QQKSTTPASNHGKSR82)
2493	Methods	haemocyanin-conjugated RAD5 peptide was emulsified in complete Freud’s
2494	Methods	adjuvant (Sigma–Aldrich) and injected into BALB/c mice (6–8 weeks old,
2495	Methods	50 μg per dose). Immunizations were repeated with the same antigen using
2498	Methods	RAD5 peptide (biotin–RAD5) by enzyme-linked immunosorbent assay (ELISA).
2500	Methods	were euthanized 3 d later. Spleen cells from these mice were fused with myeloma
2501	Methods	Sp2/0 cells to generate hybridoma clones. ELISA was used to screen for biotin–
2502	Methods	RAD5-specific monoclonal antibodies. After screening about 6,000 clones, 32
2503	Methods	clones that were specific for biotin–RAD5 peptide were selected. Among these,
2504	Methods	two monoclonal antibodies, RAD5-8 and RAD5-16, were specifically positive for
2505	Methods	Rab22a-NeoF1 (recombinant protein with a human Fc tag at the C-terminus).
2506	Methods	RAD5-8 had a higher binding affinity and was further validated for binding to the
2508	Methods	For humanization RAD5-8, the variable (V) gene sequences of RAD5-8 were
2512	Methods	and co-transfected into 293F suspension cells to produce chimeric RAD5
2513	Methods	monoclonal antibodies. The chimeric RAD5 antibody was confirmed to bind to
2514	Methods	Rab22a-NeoF1 fusion protein with comparable binding activity to the parental
2515	Methods	mouse RAD5-8. Next, for humanization of the V genes of RAD5-8, combinatory
2519	Methods	hRAD5-8-v1, was confirmed to bind to Rab22a-NeoF1, and then underwent an
2523	Methods	monoclonal antibody, hRAD5-8-v1-R5, was identified. hRAD5-8-v1-R5 was
2524	Methods	expressed and purified by transient transfection of 293F cells, and used for
2526	Methods	Generation of anti-Rab22a-N antibody against the N terminus of
2527	Methods	Rab22a. Anti-Rab22a-N, an antibody against Rab22a1–38, was generated
2528	Methods	by immunizing rabbits with the synthetic peptide 1MALRLKVDl
2531	Methods	24-well Boyden chambers with 8 μm inserts, coated with (invasion) or without
2532	Methods	(migration) Matrigel, as previously described46. A total of 5 × 104 (osteosarcoma
2533	Methods	cell lines) and 3 × 105 (BT-474 or HCC2935 cells) per well were plated on the
2534	Methods	inserts and cultured at 37 °C in the top chambers without serum for 10 h and
2535	Methods	24 h, respectively. Cells that traversed the inserts were stained with crystal violet
2536	Methods	(0.005%, Sigma) and counted under phase-contrast microscopy.
2541	Methods	that were pretreated with 10% BSA to block nonspecifically binding proteins and
2542	Methods	with fibronectin. The cells (5 × 105 cells per ml) were then suspended in serum-free
2543	Methods	medium at 37 °C and allowed to adhere to the plate for 30 min. Non-adherent
2545	Methods	cells were stained with crystal violet (0.005%, Sigma) and counted under
2547	Methods	Tandem affinity purification. TAP was carried out as described previously47.
2548	Methods	In brief, HEK293T cells were transfected with plasmids encoding C-terminal
2549	Methods	SFB-tagged Rab22a-NeoF1 and stable cells were selected with puromycin
2550	Methods	(1.0 μg ml). The cells were lysed in NETN buffer (100 mM NaCl, 20 mM Tris-HCl
2551	Methods	(pH 8.0), 1 mM EDTA, 0.5 mM DTT, 0.5% Nonidet P-40) containing 50 mM
2552	Methods	β-glycerophosphate, 10 mM NaF and 1 mg ml−1 each of pepstatin A and aprotinin.
2553	Methods	The lysates were centrifuged at 12,000 rpm to remove debris and then incubated
2554	Methods	with streptavidin-conjugated beads (Amersham) for 4 h at 4 °C. The beads were
2556	Methods	containing 2 mg ml−1 biotin (Sigma). The eluates were incubated with S-protein
2557	Methods	beads (Novagen) for 4 h. After five washes, the bound proteins were analysed by
2562	Methods	lysed in RIPA buffer (50 mM Tris-HCl, 150 mM NaCl, 5 mM EDTA, 0.5% NP-
2563	Methods	40) containing protease inhibitor and phosphatase inhibitor cocktails (Thermo
2564	Methods	Scientific). Lysates were cleared by centrifugation at 12,000 rpm for 20 min at
2565	Methods	4 °C. The cleared lysates were incubated with antibody beads or agarose overnight
2566	Methods	at 4 °C, or antibodies overnight at 4 °C followed by incubation with protein
2567	Methods	A/G PLUS-Agarose (Santa Cruz) at 4 °C for 2 h. Precipitates were then washed
2568	Methods	five times with cold RIPA buffer and eluted with 5× SDS sample buffer. The
2570	Methods	membrane (Millipore). The membranes were blocked in TBS containing 5%
2571	Methods	non-fat milk and 0.1% Tween-20 and probed with primary antibodies overnight
2572	Methods	at 4 °C, washed 5 times with TBS containing 5% non-fat milk and 0.1% Tween-20,
2576	Methods	Protein expression and purification. SmgGDS-607 was amplified and cloned into
2577	Methods	a modified pET28 vector, and the correct constructs (confirmed by sequencing)
2578	Methods	were expressed in Escherichia coli Rosetta DE3 at 18 °C in terrific-broth medium
2579	Methods	supplemented with 0.1 mg ml−1 kanamycin and 34 μg ml−1 chloromycetin overnight
2580	Methods	after induction with 0.1 mM isopropyl-β-d-1-thiogalactopyranoside when
2581	Methods	the optical density at 600 nm was 0.6–0.8. Cells were collected and lysed with
2582	Methods	buffer A (20 mM HEPES, 200 mM NaCl, 10 mM imidazole, 1 mM PMSF, 2 mM
2583	Methods	β-mercaptoethanol, pH 7.5) using a cell disruptor (JNBIO) and centrifuged at
2584	Methods	18,000 rpm for 1 h. The supernatant was filtered and applied to a Ni-NTA column
2586	Methods	A with 30 mM imidazole), SmgGDS was eluted with buffer C (buffer A with
2587	Methods	300 mM imidazole). The eluted protein was further loaded onto a Superdex200
2588	Methods	16/60 column (GE Healthcare) equilibrated with buffer D (20 mM HEPES, 150 mM
2589	Methods	NaCl, 1 mM DTT) after His-tag cleavage by PreScission protease. The fractions
2591	Methods	was collected, concentrated, aliquoted and stored at −80 °C until use.
2595	Methods	antibody, according to the manufacturer’s protocol (Cytoskeleton, RT02)48. ZOS-M
2596	Methods	cells or 143B cells stably expressing Rab22a-NeoF1 were treated with WT–iRGD or
2597	Methods	DD–iRGD for 24 h, and then immunoprecipitated with GST–RBD protein beads
2598	Methods	for 1 h followed by analysis by western blot.
2599	Methods	For the RhoA–GTP assay in vitro, RhoA-knockout 143B cells were infected
2600	Methods	with Rab22a-NeoF1(WT)–SFB or Rab22a-NeoF1(DD)–SFB lentivirus and selected
2601	Methods	with puromycin (0.5 μg ml−1). The stable cell lysates were pulled down with
2602	Methods	streptavidin-coated beads (Sigma–Aldrich) overnight at 4 °C, then eluted with
2603	Methods	2 mg ml−1 biotin for 6 h at 4 °C, and Rab22a-NeoF1(WT) or Rab22a-NeoF1(DD)
2604	Methods	proteins were enriched in the eluates. 143B cell lysates (0.5 mg) were incubated
2605	Methods	with the eluates for 4 h at 4 °C, and then the peptide(WT) (10 μg) or peptide(DD)
2606	Methods	(10 μg) was added for 2 h at 4 °C, or 143B cell lysates (0.5 mg) were incubated with
2607	Methods	the synthetic Rab22a1–38(WT) (10 μg) or Rab22a1–38(DD) (10 μg) for 4 h at 4°C.
2608	Methods	Then the 143B cell lysates were immunoprecipitated with GST–RBD protein beads
2609	Methods	for 1 h followed by analysed by western blotting.
2611	Methods	sections and cultured cell lines fixed in 4% paraformaldehyde were used for
2615	Methods	the RAB22A-NeoF1 fusion gene, we used the following probes: RP11-10959 (Alexa
2616	Methods	Fluor 555-labelled; 5ʹ to RAB22A) and RP11-6L15 (Alexa Fluor 488-labelled; 3ʹ to
2617	Methods	DOK5). All samples were viewed on a confocal laser scanning microscope (Zeiss).
2620	Methods	30 μl of streptavidin-coated beads (Sigma–Aldrich) incubated with either
2621	Methods	different doses (2.5, 5 or 10 μM) of biotin-labelled peptides plus 1 mg of cell
2622	Methods	lysates, or different doses (0.25, 0.5, 1 or 2 mg ml−1) of cell lysates plus 5 μg of the
2623	Methods	biotin-labelled peptides. After 4 h incubation, the biotin precipitates were analysed
2625	Methods	iRGD block assay. Stable cells were treated with 10 μM of cell-penetrating WT–
2626	Methods	iRGD and DD–iRGD for 24 h and then subjected to the migration, invasion and
2628	Methods	HEK293T cells were co-transfected with Rab22a-NeoF1–SFB and
2629	Methods	SmgGDS-607–HA, and then treated with 5 μg WT–iRGD and DD–iRGD for 24 h.
2636	Methods	metastasis model46,49,50, stable ZOS-Luc cells (2 × 106), ZOS-M-Luc cells (2 × 106),
2637	Methods	U2OS/MTX300-Luc cells (2 × 106) or 143B-Luc cells (6 × 105) were used per mouse
2639	Methods	the tail-vein metastasis model, these cells were used at 5 × 106 per mouse (six mice
2642	Methods	euthanized when their tumours reached 1.5 cm in diameter, and the lungs were
2644	Methods	For the iRGD block assay in vivo, 2 × 106 ZOS-M-Luc and 6 × 105 143B-Luc
2645	Methods	stable cells per mouse were injected into the distal femur and proximal tibia (6–8
2646	Methods	mice per group) for 10 d and 20 d, respectively, and then WT–iRGD or DD–iRGD
2647	Methods	(1 mg kg−1 or 10 mg kg−1) was injected into the tail vein every other day. The mice
2651	Methods	For the tail-vein metastasis model using TB-474 cells, female 4- to 6-week-old
2653	Methods	BT-474 stable cells at 7 × 106 cells per mouse; the cells were injected into the tail
2658	Methods	lungs. Survival was calculated with a cut-off tumour volume of 1,500 mm3 using
2664	Methods	mean ± s.d. or mean ± s.e.m. Error bars s.d. or s.e.m. SPSS software (v.16.0, SPSS)
2672	Data availability	in the Sequence Read Archive (SRA) under the accession code SRP181860. The
2673	Data availability	human RAB22a fusion data were obtained from the The Cancer Genome Atlas
2675	Data availability	cbioportal.org/). RNA22A point-mutation data were retrieved from Catalogue
2677	Data availability	cBio portal database. Source data for Figs. 1–8 and Extended Data Figs. 1–10 are
2681	References	42.	Kim, D. & Salzberg, S. L. TopHat-Fusion: an algorithm for discovery of novel
2682	References	fusion transcripts. Genome Biol. 12, R72 (2011).
2683	References	43.	Ma, C., Shao, M. & Kingsford, C. SQUID: transcriptomic structural variation
2684	References	detection from RNA-seq. Genome Biol. 19, 52 (2018).
2688	References	44.	Dobin, A. et al. STAR: ultrafast universal RNA-seq aligner. Bioinformatics 29,
2690	References	45.	Tarasov, A., Vilella, A. J., Cuppen, E., Nijman, I. J. & Prins, P. Sambamba:
2691	References	fast processing of NGS alignment formats. Bioinformatics 31,
2693	References	46.	Liao, D. et al. Aspirin suppresses the growth and metastasis of osteosarcoma
2694	References	through the NF-κB pathway. Clin. Cancer Res. 21, 5349–5359 (2015).
2695	References	47.	Maddika, S. et al. WWP2 is an E3 ubiquitin ligase for PTEN. Nat. Cell Biol.
2697	References	48.	Ren, X. D. & Schwartz, M. A. Determination of GTP loading on Rho.
2698	Methods Enzymol. 325, 264–272 (2000).	Methods Enzymol. 325, 264–272 (2000).
2699	Methods Enzymol. 325, 264–272 (2000).	49.	Wang, X. et al. Targeting the CK1α/CBX4 axis for metastasis in osteosarcoma.
2701	Methods Enzymol. 325, 264–272 (2000).	50.	American Association for Cancer Research. Protective effect of aspirin
2702	Methods Enzymol. 325, 264–272 (2000).	associated with SNP. Cancer Discov. https://doi.org/10.1158/2159-8290.
